종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"011930","신성이엔지","KOSPI",,"1730","-11","-0.63","1735","1751","1729","335624","582459519","356734845683","205848151"
"005390","신성통상","KOSPI",,"2210","0","0.00","2235","2235","2210","143134","317293865","318314083850","143708390"
"004170","신세계","KOSPI",,"153100","1000","0.66","152800","153800","150300","25901","3952505500","1503359138700","9845181"
"035510","신세계 I&C","KOSPI",,"9700","-50","-0.51","9660","9700","9480","49425","472514360","164088000000","17200000"
"034300","신세계건설","KOSPI",,"12830","-90","-0.70","12800","12920","12790","1706","21874860","99567907820","7760554"
"031430","신세계인터내셔날","KOSPI",,"13770","170","1.25","13600","13780","13480","32514","444352600","490875000000","35700000"
"031440","신세계푸드","KOSPI",,"36100","50","0.14","36050","36250","36050","1113","40192000","140183776000","3872480"
"006880","신송홀딩스","KOSPI",,"6720","120","1.82","6600","6780","6480","26332","173755810","79253348600","11828858"
"162300","신스틸","KOSDAQ","중견기업부","2670","-10","-0.37","2685","2825","2670","179111","488946655","110728589940","41471382"
"290560","신시웨이","KOSDAQ","벤처기업부","6610","420","6.79","6340","7350","6260","208493","1424022170","25284377440","3877972"
"002800","신신제약","KOSDAQ","중견기업부","6530","80","1.24","6380","6550","6340","140805","909564590","98608250000","15170500"
"472220","신영스팩10호","KOSDAQ","SPAC(소속부없음)","2140","0","0.00","2125","2140","2125","1120","2389040","10013150000","4690000"
"430220","신영스팩8호","KOSDAQ","SPAC(소속부없음)","2240","45","2.05","2195","2250","2165","25796","56116255","15176200000","6760000"
"445970","신영스팩9호","KOSDAQ","SPAC(소속부없음)","2220","0","0.00","2215","2220","2215","2009","4459960","11899200000","5360000"
"005800","신영와코루","KOSPI",,"9340","210","2.30","9130","9340","9070","1733","15895380","84060000000","9000000"
"001720","신영증권","KOSPI",,"80100","-2400","-2.91","80900","81600","79800","5231","421405000","1313556000000","16440000"
"009270","신원","KOSPI",,"1232","-15","-1.20","1235","1246","1221","255861","314634574","126694149660","102586356"
"017000","신원종합개발","KOSDAQ","우량기업부","3845","345","9.86","3450","4000","3385","575976","2183823535","44046801925","11668027"
"002700","신일전자","KOSPI",,"1477","-6","-0.40","1479","1483","1470","166115","244975959","104866140996","71047521"
"012790","신일제약","KOSDAQ","우량기업부","7590","40","0.53","7470","7670","7440","36471","276132850","90976889850","11986415"
"138070","신진에스엠","KOSDAQ","우량기업부","2660","-30","-1.12","2680","2730","2635","391507","1048278875","46733554680","17503204"
"226330","신테카바이오","KOSDAQ","기술성장기업부","6620","130","2.00","6420","6620","6340","43865","285829540","100553350250","15258475"
"002870","신풍","KOSPI",,"1297","-23","-1.74","1320","1326","1263","265090","341831551","45341433900","34958700"
"019170","신풍제약","KOSPI",,"13700","-370","-2.63","14080","14210","13590","531222","7345913330","726954062800","52984990"
"019175","신풍제약우","KOSPI",,"21600","-250","-1.14","22200","22200","21550","5820","126265200","47520000000","2200000"
"481850","신한글로벌액티브리츠","KOSPI",,"2765","0","0.00","2770","2775","2755","162241","448297955","120650517600","43477664"
"404990","신한서부티엔디리츠","KOSPI",,"3805","-60","-1.55","3870","3880","3780","73257","278799675","212912138620","55955884"
"293940","신한알파리츠","KOSPI",,"6560","20","0.31","6540","6580","6500","111392","726674180","576174804420","88100123"
"418210","신한제10호스팩","KOSDAQ","SPAC(소속부없음)","2270","-5","-0.22","2275","2275","2240","155","351700","8308200000","3660000"
"452980","신한제11호스팩","KOSDAQ","SPAC(소속부없음)","1954","2","0.10","1955","1955","1950","7876","15386786","36940370000","18905000"
"474660","신한제12호스팩","KOSDAQ","SPAC(소속부없음)","2125","-5","-0.23","2125","2130","2105","35769","75705040","11730000000","5520000"
"474930","신한제13호스팩","KOSDAQ","SPAC(소속부없음)","2165","-10","-0.46","2175","2175","2140","14841","31911070","7837300000","3620000"
"055550","신한지주","KOSPI",,"59700","-1700","-2.77","61800","61800","59500","1052672","63257998200","30410774875800","509393214"
"056700","신화인터텍","KOSDAQ","중견기업부","1823","-14","-0.76","1823","1823","1783","27484","49485762","52996730529","29135091"
"187270","신화콘텍","KOSDAQ","벤처기업부","3625","-15","-0.41","3615","3640","3580","29665","106932935","36771438125","10143845"
"004080","신흥","KOSPI",,"14300","60","0.42","14360","14370","14230","1288","18417010","135850000000","9500000"
"243840","신흥에스이씨","KOSDAQ","우량기업부","8130","120","1.50","8050","8290","7950","230647","1875239010","316411754550","38919035"
"257720","실리콘투","KOSDAQ","벤처기업부","39550","-250","-0.63","38850","40150","37600","1509503","58874370150","2407536404700","60873234"
"222800","심텍","KOSDAQ GLOBAL","우량기업부","21650","-350","-1.59","21750","21950","21350","233241","5024325300","691234903100","31854143"
"036710","심텍홀딩스","KOSDAQ","중견기업부","1937","-16","-0.82","1946","1946","1930","26842","52122641","93750931155","48350145"
"160980","싸이맥스","KOSDAQ","우량기업부","12400","-150","-1.20","12400","12500","12180","23172","286688300","135460613200","10924243"
"356890","싸이버원","KOSDAQ","벤처기업부","3670","580","18.77","3090","4015","3090","7120363","26592835720","43673331125","11916325"
"217330","싸이토젠","KOSDAQ","기술성장기업부","7070","180","2.61","6840","7390","6840","45640","325083020","160100948280","22423102"
"102280","쌍방울","KOSPI",,"269","0","0.00","0","0","0","0","0","70637282701","262592129"
"010280","쌍용정보통신","KOSDAQ","투자주의환기종목(소속부없음)","602","2","0.33","600","615","598","49513","29702260","39139395386","65123786"
"004770","써니전자","KOSPI",,"1598","-9","-0.56","1601","1613","1570","81330","129655981","58834723052","36702884"
"217320","썬테크","KONEX","일반기업부","3195","0","0.00","3195","3195","3195","1","3195","3354750000","1050000"
"208640","썸에이지","KOSDAQ","중견기업부","304","-3","-0.98","307","310","303","231047","70495642","42468277470","139240254"
"222420","쎄노텍","KOSDAQ","중견기업부","875","11","1.27","863","875","862","21813","18926357","39777702125","45460231"
"037760","쎄니트","KOSDAQ","우량기업부","1511","39","2.65","1472","1515","1400","16270","23724542","51121543631","33832921"
"099320","쎄트렉아이","KOSDAQ","우량기업부","38200","250","0.66","37950","38350","37300","28828","1090023050","416696127900","10951278"
"049960","쎌바이오텍","KOSDAQ","우량기업부","14070","200","1.44","13870","14100","13650","11846","164854800","132258000000","9400000"
"088280","쏘닉스","KOSDAQ","기술성장기업부","2405","-25","-1.03","2430","2430","2365","12585","30227060","41881705800","17306490"
"403550","쏘카","KOSPI",,"19020","160","0.85","18860","19100","17920","7907","149192410","624605334080","32804902"
"050890","쏠리드","KOSDAQ","우량기업부","4720","-55","-1.15","4775","4775","4715","200815","950273550","289578357200","61221640"
"109670","씨싸이트","KOSDAQ","중견기업부","10680","240","2.30","10390","10700","10200","17781","186042130","62334909360","5836602"
"066790","씨씨에스","KOSDAQ","투자주의환기종목(소속부없음)","1675","-46","-2.67","1684","1739","1660","1176701","1989487583","109064513286","65152039"
"222080","씨아이에스","KOSDAQ","우량기업부","10600","70","0.66","10320","10670","10230","926281","9672116580","761048159470","71729327"
"004920","씨아이테크","KOSPI",,"1095","15","1.39","1090","1101","1079","78020","84583993","54721911749","50065793"
"236030","씨알푸드","KONEX","일반기업부","587","-103","-14.93","660","760","587","1636","970730","1193565884","2033332"
"103660","씨앗","KONEX","일반기업부","1400","0","0.00","0","0","0","0","0","8424459400","6017471"
"352480","씨앤씨인터내셔널","KOSDAQ","벤처기업부","107700","7000","6.95","101400","109300","97600","148983","15737242100","1081505628000","10013941"
"245450","씨앤에스링크","KONEX","일반기업부","1300","0","0.00","1300","1300","1300","1","1300","2053948000","1579960"
"264660","씨앤지하이테크","KOSDAQ","우량기업부","14350","370","2.65","14000","14730","13840","156385","2254274550","138641702400","9627896"
"352700","씨앤투스","KOSDAQ","우량기업부","2950","-20","-0.67","2970","2975","2945","18544","54774565","80739621040","27276899"
"458870","씨어스테크놀로지","KOSDAQ","기술성장기업부","11200","250","2.28","11270","11400","10930","180522","2013567410","140453299200","12551680"
"297090","씨에스베어링","KOSDAQ","중견기업부","6100","60","0.99","6020","6230","5930","192755","1178187900","166347000000","27270000"
"112610","씨에스윈드","KOSPI",,"64800","600","0.93","63000","66500","63000","500705","32668892200","2736924054700","42171403"
"900120","씨엑스아이","KOSDAQ","외국기업(소속부없음)","89","1","1.14","88","90","87","289480","25552609","25652662774","288232166"
"359090","씨엔알리서치","KOSDAQ","중견기업부","1205","-16","-1.31","1213","1293","1202","194931","237296288","69039439693","56450891"
"286000","씨엔티드림","KONEX","일반기업부","3050","0","0.00","0","0","0","0","0","18773924250","6155385"
"115530","씨엔플러스","KOSDAQ","중견기업부","608","-22","-3.49","624","650","601","620294","383272758","41321504000","67963000"
"115480","씨유메디칼","KOSDAQ","중견기업부","712","-7","-0.97","719","720","705","42561","30387675","34335885296","48224558"
"340810","씨유박스","KOSDAQ","기술성장기업부","4855","1120","29.99","3920","4855","3920","889301","4174497505","51452624865","10597863"
"376290","씨유테크","KOSDAQ","중견기업부","3230","0","0.00","3255","3255","3105","40980","129431925","57033725000","17657500"
"189330","씨이랩","KOSDAQ","기술성장기업부","7300","-50","-0.68","7290","7390","7040","7718","56141500","44473673200","6092284"
"096530","씨젠","KOSDAQ","우량기업부","25700","-50","-0.19","25800","28300","25650","3774138","101445957400","1347430645200","52225994"
"101240","씨큐브","KOSDAQ","벤처기업부","5740","-10","-0.17","5750","5790","5650","62068","353803620","59357035780","10340947"
"060590","씨티씨바이오","KOSDAQ","중견기업부","7220","-10","-0.14","7160","7270","7160","39425","283791080","174586964400","24181020"
"308170","씨티알모빌리티","KOSPI",,"6100","150","2.52","5950","6100","5850","5438","32124930","51832200000","8610000"
"260930","씨티케이","KOSDAQ","중견기업부","5710","-340","-5.62","5990","6030","5510","101417","576040580","111794395980","19341591"
"052300","씨티프라퍼티","KOSDAQ","중견기업부","355","-6","-1.66","357","357","351","227033","80221473","47223909080","132651430"
"413630","씨피시스템","KOSDAQ","벤처기업부","2750","-10","-0.36","2760","2780","2695","47755","130240740","105273316000","38703425"
"013990","아가방컴퍼니","KOSDAQ","우량기업부","4290","105","2.51","4235","4455","4155","3227885","14017374985","140265341040","32887536"
"123860","아나패스","KOSDAQ","벤처기업부","20650","-350","-1.67","20700","21700","20350","41371","853602100","250954690500","12123415"
"025980","아난티","KOSDAQ","우량기업부","5050","40","0.80","5010","5080","4925","244923","1223914880","447578863900","88629478"
"008700","아남전자","KOSPI",,"1323","-24","-1.78","1335","1342","1310","198813","262550467","102036136860","77124820"
"125210","아모그린텍","KOSDAQ","우량기업부","8220","-320","-3.75","8500","8520","8180","123580","1022491340","135933549600","16496790"
"002790","아모레G","KOSPI",,"24650","250","1.02","24550","24850","24400","108970","2683075400","2032594137000","82458180"
"00279K","아모레G3우(전환)","KOSPI",,"19100","100","0.53","19100","19250","18950","5107","97415430","135461020000","7092200"
"002795","아모레G우","KOSPI",,"9460","10","0.11","9460","9570","9330","3336","31272870","60700313400","6443770"
"090430","아모레퍼시픽","KOSPI",,"122300","1300","1.07","121000","123200","120100","171728","20975275000","7159513701600","58492759"
"090435","아모레퍼시픽우","KOSPI",,"35200","-200","-0.56","35400","35650","34800","49420","1732638450","373219290500","10557830"
"357580","아모센스","KOSDAQ","기술성장기업부","8100","330","4.25","7760","8280","7720","39105","313483900","89762112000","11220264"
"052710","아모텍","KOSDAQ","중견기업부","4835","-70","-1.43","4870","4940","4830","29405","142835320","70810203105","14615109"
"074430","아미노로직스","KOSDAQ","중견기업부","1234","5","0.41","1229","1237","1207","36194","44265787","108553979184","87826844"
"092040","아미코젠","KOSDAQ","기술성장기업부","5270","0","0.00","5270","5310","5190","138405","724296370","289396505220","55018347"
"083930","아바코","KOSDAQ","우량기업부","14300","-140","-0.97","14400","14590","14120","12860","184061860","212954755440","14912798"
"149950","아바텍","KOSDAQ","중견기업부","11950","350","3.02","11550","12090","11410","35545","422054240","185885325000","15607500"
"036010","아비코전자","KOSDAQ","우량기업부","5800","-100","-1.69","5800","5850","5630","42488","244173550","77497805220","13292934"
"002030","아세아","KOSPI",,"251000","0","0.00","251000","251000","248500","683","170891000","531027648000","2115648"
"183190","아세아시멘트","KOSPI",,"11580","-120","-1.03","11700","11700","11400","52789","610088010","443926745580","38501886"
"002310","아세아제지","KOSPI",,"7950","-40","-0.50","7910","7970","7800","206167","1625585350","356468779600","44782510"
"050860","아세아텍","KOSDAQ","우량기업부","2200","-5","-0.23","2205","2210","2175","10371","22682975","49500000000","22500000"
"012170","아센디오","KOSPI",,"559","-22","-3.79","581","581","550","740464","416456956","57895343792","103569488"
"136410","아셈스","KOSDAQ","벤처기업부","6990","130","1.90","6860","6990","6850","38582","265750370","75811449280","11019106"
"246720","아스타","KOSDAQ","벤처기업부","5240","-130","-2.42","5330","5400","5150","19681","102789110","70060372000","13370300"
"067390","아스트","KOSDAQ","투자주의환기종목(소속부없음)","612","4","0.66","603","617","600","159762","96737885","209641187337","341992149"
"159010","아스플로","KOSDAQ","벤처기업부","8260","-30","-0.36","8290","8290","7940","63693","513681480","110011596750","13334739"
"127710","아시아경제","KOSDAQ","우량기업부","1200","1","0.08","1208","1214","1185","5205","6203994","41884898400","34904082"
"267850","아시아나IDT","KOSPI",,"15370","0","0.00","15280","15540","15260","6590","101538460","170718000000","11100000"
"020560","아시아나항공","KOSPI",,"9890","-70","-0.70","9980","9990","9840","50845","503014140","735932345960","74411764"
"154030","아시아종묘","KOSDAQ","벤처기업부","2390","10","0.42","2380","2400","2320","10508","24834775","27703331280","11591352"
"227610","아우딘퓨쳐스","KOSDAQ","중견기업부","1721","-16","-0.92","1737","1737","1700","79080","135536560","60605136262","35174194"
"143160","아이디스","KOSDAQ","우량기업부","15380","-300","-1.91","15530","15690","15380","14187","220391820","165246733800","10716390"
"054800","아이디스홀딩스","KOSDAQ","우량기업부","9600","30","0.31","9540","9610","9510","579","5521590","99234980040","10347756"
"332370","아이디피","KOSDAQ","중견기업부","3505","-80","-2.23","3585","3585","3475","30057","106136800","46524409630","13273726"
"122900","아이마켓코리아","KOSPI",,"8610","20","0.23","8590","8650","8590","17887","154114060","288156600800","33428840"
"339950","아이비김영","KOSDAQ","중견기업부","1888","36","1.94","1835","1900","1823","372200","698868875","84499711400","44946655"
"460470","아이빔테크놀로지","KOSDAQ","기술성장기업부","8200","1080","15.17","7090","9040","7090","7462278","62463939840","123466365000","14965620"
"099190","아이센스","KOSDAQ","우량기업부","16600","-20","-0.12","16700","16700","16350","59281","979364270","457396868150","27637273"
"289010","아이스크림에듀","KOSDAQ","중견기업부","2865","85","3.06","2805","2935","2760","75976","218182405","36405224710","12864037"
"214430","아이쓰리시스템","KOSDAQ","우량기업부","34450","1400","4.24","33100","34500","33100","41423","1411447000","244117206000","7106760"
"040910","아이씨디","KOSDAQ","중견기업부","6630","-200","-2.93","6760","6840","6630","25585","171515520","123333186000","18574275"
"368600","아이씨에이치","KOSDAQ","기술성장기업부","3950","-200","-4.82","4110","4435","3895","380316","1573682805","69539541890","17538346"
"456010","아이씨티케이","KOSDAQ","기술성장기업부","9950","1650","19.88","8410","10340","8160","15534873","150186547470","131332210240","13212496"
"052860","아이앤씨","KOSDAQ","벤처기업부","1864","0","0.00","1864","1866","1815","159610","293495282","33117731316","17862854"
"010780","아이에스동서","KOSPI",,"24850","850","3.54","23850","24900","23700","100182","2457743100","747127656000","30186976"
"069920","아이에스이커머스","KOSDAQ","중견기업부","2010","-35","-1.71","2090","2090","1940","20908","41591900","70740173160","35194116"
"038880","아이에이","KOSDAQ","중견기업부","230","-3","-1.29","233","238","224","1331980","308306892","72842316162","315334702"
"307180","아이엘사이언스","KOSDAQ","벤처기업부","3925","905","29.97","3025","3925","2965","5471195","20156718130","104804164650","26701698"
"101390","아이엠","KOSDAQ","투자주의환기종목(소속부없음)","3055","-235","-7.14","3280","3280","2875","384285","1169443135","31494054575","10175785"
"461030","아이엠비디엑스","KOSDAQ","기술성장기업부","21300","250","1.19","20750","23050","20000","3960835","85736873450","296475412500","14017750"
"456570","아이엠지티","KONEX","일반기업부","13400","80","0.60","13320","13440","12500","120","1597780","66242699000","4943485"
"451220","아이엠티","KOSDAQ","기술성장기업부","10140","-30","-0.29","9960","10150","9820","45937","459172900","79848555540","7874611"
"447690","아이오바이오","KONEX","일반기업부","3270","85","2.67","3270","3270","3270","1","3270","8384499090","2564067"
"078860","아이오케이","KOSDAQ","중견기업부","8300","-280","-3.26","8290","8590","7870","30247","250468870","77056125980","9184282"
"090150","아이윈","KOSDAQ","중견기업부","1130","58","5.41","1072","1130","1065","392336","437055972","47235330504","41875293"
"123010","아이윈플러스","KOSDAQ","기술성장기업부","917","-2","-0.22","919","924","894","31337","28572441","29947883014","32658542"
"031310","아이즈비전","KOSDAQ","우량기업부","1907","2","0.10","1907","1909","1876","57977","109819653","48313150852","25334636"
"185490","아이진","KOSDAQ","벤처기업부","3620","-10","-0.28","3665","3720","3450","148696","537394135","98118115920","27029784"
"059100","아이컴포넌트","KOSDAQ","벤처기업부","4485","-20","-0.44","4460","4505","4405","8739","38877635","31748161400","7070860"
"149010","아이케이세미콘","KONEX","일반기업부","8070","70","0.88","7800","8140","7360","180","1358550","25178400000","3120000"
"262840","아이퀘스트","KOSDAQ","벤처기업부","2110","0","0.00","2110","2135","2070","31727","66476775","40701900000","19290000"
"175250","아이큐어","KOSDAQ","기술성장기업부","2265","-130","-5.43","2380","2445","2175","449086","1030362640","85069703520","37558368"
"052460","아이크래프트","KOSDAQ","중견기업부","2330","-20","-0.85","2350","2350","2305","40406","93898020","34255609920","14607936"
"119830","아이텍","KOSDAQ","중견기업부","6210","40","0.65","6180","6230","6030","130600","795559490","132463955460","21434297"
"052770","아이톡시","KOSDAQ","중견기업부","1447","25","1.76","1415","1456","1400","282515","405550825","70421794362","48667446"
"124500","아이티센","KOSDAQ","투자주의환기종목(소속부없음)","4780","-50","-1.04","4805","4805","4650","133599","630893685","111033661695","23204527"
"372800","아이티아이즈","KOSDAQ","벤처기업부","7300","60","0.83","7210","7540","7140","20327","148864690","43997027000","6026990"
"084850","아이티엠반도체","KOSDAQ GLOBAL","중견기업부","19570","270","1.40","19300","19590","19160","20683","398903940","443678189040","22682934"
"114840","아이패밀리에스씨","KOSDAQ","벤처기업부","24200","600","2.54","23300","24300","22800","286676","6738169900","417632142000","17221944"
"027360","아주IB투자","KOSDAQ","우량기업부","2125","-10","-0.47","2140","2170","2105","291795","621147180","254590079630","120945406"
"139990","아주스틸","KOSPI",,"5510","-40","-0.72","5500","5560","5480","17263","95045220","147074170840","26452189"
"032080","아즈텍WB","KOSDAQ","중견기업부","1196","3","0.25","1193","1200","1185","20595","24533704","25552833481","21491029"
"013310","아진산업","KOSDAQ","우량기업부","3195","95","3.06","3105","3205","3045","141623","444074125","123987029490","38806582"
"059120","아진엑스텍","KOSDAQ","벤처기업부","8820","70","0.80","8750","8820","8600","24569","214422620","85982616720","9748596"
"158430","아톤","KOSDAQ","벤처기업부","3725","165","4.63","3525","4140","3520","3852061","15119209645","83855178540","22602474"
"321820","아티스트유나이티드","KOSDAQ","기술성장기업부","13000","220","1.72","12780","13240","12460","107078","1384983590","173362986200","13366460"
"149300","아퓨어스","KONEX","일반기업부","330","7","2.17","350","370","299","14198","4544586","14350463160","43486252"
"102950","아하","KONEX","일반기업부","3990","0","0.00","0","0","0","0","0","52356392970","13121903"
"001540","안국약품","KOSDAQ","우량기업부","7590","-60","-0.78","7640","7690","7560","10475","79651230","99252816200","13042420"
"053800","안랩","KOSDAQ","우량기업부","54800","800","1.48","53700","54800","53500","15435","835916600","547757868500","10013855"
"251280","안지오랩","KONEX","일반기업부","7210","-370","-4.88","7210","7570","7140","1114","8032750","21555578380","2989678"
"065660","안트로젠","KOSDAQ","기술성장기업부","15390","-310","-1.97","15600","15830","15370","9659","149352490","149765830470","9731373"
"297570","알로이스","KOSDAQ","벤처기업부","971","-20","-2.02","956","991","956","28080","27433613","34309627038","34621218"
"001780","알루코","KOSPI",,"2590","60","2.37","2530","2590","2475","205994","522975925","248853439240","96830132"
"260660","알리코제약","KOSDAQ","우량기업부","4520","-25","-0.55","4550","4590","4420","46843","211563285","69278134920","15327021"
"354320","알멕","KOSDAQ","기술성장기업부","27950","200","0.72","27300","28000","27250","10613","291901750","178639098950","6391381"
"361570","알비더블유","KOSDAQ","중견기업부","3095","190","6.54","2910","3285","2830","1141464","3561197495","88053519825","28635291"
"131370","알서포트","KOSDAQ","우량기업부","3240","10","0.31","3220","3290","3190","211187","685298170","171520007260","53267083"
"140670","알에스오토메이션","KOSDAQ","벤처기업부","12760","60","0.47","12610","12810","12420","39074","493700290","118708066400","9303140"
"096610","알에프세미","KOSDAQ","투자주의환기종목(소속부없음)","2965","0","0.00","0","0","0","0","0","51550708615","17386411"
"061040","알에프텍","KOSDAQ","우량기업부","3410","0","0.00","3410","3410","3320","25688","86514520","109263926895","32089259"
"148250","알엔투테크놀로지","KOSDAQ","벤처기업부","4390","140","3.29","4240","4410","4220","39935","172666500","32373394680","7391186"
"347860","알체라","KOSDAQ","투자주의환기종목(소속부없음)","2715","295","12.19","2395","2995","2395","1194713","3284837865","59232906920","22019668"
"196170","알테오젠","KOSDAQ GLOBAL","기술성장기업부","315000","2500","0.80","312500","331500","306500","1009363","322135969000","16715212056000","53148528"
"123750","알톤","KOSDAQ","투자주의환기종목(소속부없음)","1616","15","0.94","1585","1619","1585","2351","3764028","20585269655","12746297"
"085810","알티캐스트","KOSDAQ","중견기업부","1125","-52","-4.42","1204","1268","1122","3480376","4148103964","33396490125","29685769"
"043100","알파녹스","KOSDAQ","벤처기업부","341","6","1.79","335","348","333","101848","34578631","27038371512","79759208"
"117670","알파홀딩스","KOSDAQ","관리종목(소속부없음)","945","0","0.00","0","0","0","0","0","37743429465","39940137"
"314140","알피바이오","KOSDAQ","중견기업부","6740","-150","-2.18","7020","7020","6560","34068","226940440","58757927580","8666361"
"291650","압타머사이언스","KOSDAQ","기술성장기업부","2155","-890","-29.23","2310","2365","2135","3104892","6780824415","36932048100","16980252"
"293780","압타바이오","KOSDAQ","기술성장기업부","8240","-110","-1.32","8400","8550","8150","110846","924237650","184188633160","22298866"
"018250","애경산업","KOSPI",,"17000","-70","-0.41","17080","17090","16780","64559","1090269660","450025292400","26409935"
"161000","애경케미칼","KOSPI",,"12970","-290","-2.19","13170","13530","12970","1242628","16473917570","631460242820","48648709"
"390110","애니메디솔루션","KONEX","일반기업부","1690","0","0.00","0","0","0","0","0","15357531930","9087297"
"196300","애니젠","KOSDAQ","기술성장기업부","11590","90","0.78","11500","11700","11350","7810","89820750","69098984370","6003387"
"310200","애니플러스","KOSDAQ","우량기업부","3110","-105","-3.27","3185","3185","3110","193038","606637520","142025454480","45520979"
"299910","애닉","KOSDAQ","관리종목(소속부없음)","6880","0","0.00","0","0","0","0","0","32483121920","4721384"
"179530","애드바이오텍","KOSDAQ","기술성장기업부","3955","-140","-3.42","4040","4090","3820","163313","646654060","36196158240","9140444"
"900100","애머릿지","KOSDAQ","외국기업(소속부없음)","1950","100","5.41","1998","2195","1914","2862974","5840618412","82412496747","42197899"
"205500","액션스퀘어","KOSDAQ","중견기업부","1383","-1","-0.07","1385","1385","1360","38379","52555159","71505021240","51928120"
"052790","액토즈소프트","KOSDAQ","우량기업부","7220","-80","-1.10","7300","7320","7140","8395","60865340","81920512740","11330638"
"290740","액트로","KOSDAQ","벤처기업부","6150","0","0.00","6150","6150","6020","5461","33309260","61698517430","10065011"
"238090","앤디포스","KOSDAQ","벤처기업부","4620","-130","-2.74","4740","4760","4545","169826","784219965","107819167740","23541303"
"092600","앤씨앤","KOSDAQ","벤처기업부","1157","8","0.70","1149","1162","1130","21756","24932753","29021629169","25083517"
"129890","앱코","KOSDAQ","벤처기업부","1048","31","3.05","1017","1050","1017","66414","68835274","52973006860","50643410"
"174900","앱클론","KOSDAQ","기술성장기업부","15830","-420","-2.58","16320","16440","15550","197055","3126771570","272563821060","17218182"
"255440","야스","KOSDAQ","벤처기업부","7770","-230","-2.88","8000","8000","7770","17855","139341340","102113560000","13058000"
"030960","양지사","KOSDAQ","중견기업부","9880","30","0.30","10000","10090","9760","42794","423603940","157882400000","15980000"
"102120","어보브반도체","KOSDAQ","우량기업부","12680","-170","-1.32","12710","12830","12500","124071","1568477980","226171178160","17780753"
"263540","어스앤에어로스페이스","KOSDAQ","관리종목(소속부없음)","5950","0","0.00","0","0","0","0","0","85049841450","14294091"
"238120","얼라인드","KOSDAQ","기술성장기업부","3250","-20","-0.61","3230","3320","3200","60618","196928650","46731412000","14378896"
"224810","엄지하우스","KONEX","일반기업부","2325","-10","-0.43","0","0","0","0","0","9765000000","4200000"
"019990","에너토크","KOSDAQ","중견기업부","5950","70","1.19","5810","5990","5680","63890","373658520","58048723600","9756088"
"011090","에넥스","KOSPI",,"613","16","2.68","597","613","596","139946","84527210","36774875933","59991641"
"270660","에브리봇","KOSDAQ","벤처기업부","18810","100","0.53","18800","19120","18380","62622","1173002320","230805423540","12231342"
"038680","에스넷","KOSDAQ","중견기업부","4205","15","0.36","4190","4205","4110","33090","137413065","82108643400","19549677"
"137310","에스디바이오센서","KOSPI",,"11010","-270","-2.39","11280","11590","10920","755518","8466274760","1371740430060","124477353"
"217480","에스디생명공학","KOSDAQ","관리종목(소속부없음)","499","0","0.00","0","0","0","0","0","54756837359","109733141"
"121890","에스디시스템","KOSDAQ","중견기업부","1662","6","0.36","1656","1680","1638","8258","13701688","22276463496","13291446"
"304360","에스바이오메딕스","KOSDAQ","투자주의환기종목(소속부없음)","24500","-50","-0.20","24450","25000","23650","125095","3058076050","281124662000","11474476"
"389500","에스비비테크","KOSDAQ","기술성장기업부","21100","-400","-1.86","21000","21300","20350","63253","1320230700","129981729200","6174904"
"042110","에스씨디","KOSDAQ","우량기업부","1385","-13","-0.93","1398","1398","1310","94176","128615766","66888116576","48329564"
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","2270","20","0.89","2250","2335","2210","132468","302922880","46460652960","20467248"
"065420","에스아이리소스","KOSDAQ","중견기업부","254","-7","-2.68","268","268","250","544052","138763945","18180633946","71577299"
"270210","에스알바이오텍","KONEX","일반기업부","7500","-500","-6.25","8200","8600","7500","320","2417900","13241640000","1655205"
"103230","에스앤더블류","KOSDAQ","벤처기업부","3665","55","1.52","3650","3750","3635","8114","29941965","26496000000","7200000"
"260970","에스앤디","KOSDAQ","벤처기업부","35700","200","0.56","35850","36150","34650","49736","1763736250","103271317800","2892754"
"101490","에스앤에스텍","KOSDAQ","우량기업부","26850","-150","-0.56","26800","27200","26550","34587","930188400","578116496650","21451447"
"095910","에스에너지","KOSDAQ","중견기업부","1713","-17","-0.98","1730","1730","1707","20098","34389529","33411213639","19504503"
"275630","에스에스알","KOSDAQ","벤처기업부","3595","80","2.28","3515","3615","3480","11623","41077390","21634670455","6017989"
"031330","에스에이엠티","KOSDAQ","우량기업부","3315","-35","-1.04","3345","3355","3300","131880","437284670","332483597775","99995067"
"060540","에스에이티","KOSDAQ","우량기업부","1681","-1","-0.06","1682","1700","1661","73141","122251788","43930087386","26133306"
"351320","에스에이티이엔지","KOSDAQ","벤처기업부","1505","-25","-1.63","1495","1526","1491","6768","10173690","33243987860","22015886"
"056190","에스에프에이","KOSDAQ GLOBAL","우량기업부","24700","-150","-0.60","24600","25050","24550","24498","605917500","886946372000","35908760"
"080000","에스엔유","KOSDAQ","우량기업부","2075","-120","-5.47","2200","2265","1939","927347","1891842140","70533497850","34322870"
"005850","에스엘","KOSPI",,"33450","-150","-0.45","33550","33750","32900","65796","2183721050","1549058142000","46448520"
"214310","에스엘에너지","KOSDAQ","투자주의환기종목(소속부없음)","306","0","0.00","0","0","0","0","0","22516276518","73582603"
